LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1819CAT1,T1819CAT2,T1819CAT3,T1819CAT4,T1819CAT5,T1819SUM,T1819CAT1LA,T1819CAT2LA,T1819CAT3LA,T1819CAT4LA,T1819CAT5LA,T1920CAT1,T1920CAT2,T1920CAT3,T1920CAT4,T1920CAT5,T1920SUM,T1920CAT1LA,T1920CAT2LA,T1920CAT3LA,T1920CAT4LA,T1920CAT5LA,T2021CAT1,T2021CAT2,T2021CAT3,T2021CAT4,T2021CAT5,T2021SUM,T2021CAT1LA,T2021CAT2LA,T2021CAT3LA,T2021CAT4LA,T2021CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1819CAT1,PT1819CAT2,PT1819CAT3,PT1819CAT4,PT1819CAT5,PT1819CAT1LA,PT1819CAT2LA,PT1819CAT3LA,PT1819CAT4LA,PT1819CAT5LA,PT1920CAT1,PT1920CAT2,PT1920CAT3,PT1920CAT4,PT1920CAT5,PT1920CAT1LA,PT1920CAT2LA,PT1920CAT3LA,PT1920CAT4LA,PT1920CAT5LA,PT2021CAT1,PT2021CAT2,PT2021CAT3,PT2021CAT4,PT2021CAT5,PT2021CAT1LA,PT2021CAT2LA,PT2021CAT3LA,PT2021CAT4LA,PT2021CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
LA,Warwickshire,Non-London,Nursery,,,Low,"7,741",971,"9,567","2,695",186,"3,354",432,"1,912",148,222,76,96,59,83,86,"9,333"
LA-PRI,Warwickshire,Non-London,Primary,,,Low,"4,399",229,"4,652","2,142",98,715,269,361,165,188,57,164,46,143,90,"4,562"
LA-PRI,Warwickshire,Non-London,Primary,,,Medium,"5,001",160,"5,183","2,306",133,927,328,384,167,199,66,189,42,196,106,"5,155"
LA-PRI,Warwickshire,Non-London,Primary,,,High,"5,196",187,"5,384","2,247",19,"1,283",257,454,180,187,48,247,48,84,-30,"5,022"
LA-SEC-WITH-KS4,Warwickshire,Non-London,Secondary with KS4,,,Low,"5,656",199,"5,855","3,253",69,703,354,599,50,213,116,187,78,136,201,"5,584"
LA-SPE,Warwickshire,Non-London,Special,,,Low,"17,449",566,"18,015","8,068",489,"5,087","1,386","1,433",69,577,374,726,190,228,231,"18,857"
LA-SPE,Warwickshire,Non-London,Special,,,Medium,"19,734","1,419","21,153","8,005",320,"7,256",906,"2,273",137,709,242,403,97,303,172,"20,818"
NAT,,,London,,,,Primary,Low,"5,382",234,"5,686","2,545",144,"1,021",347,462,172,194,61,192,53,119,112,"5,612"
NAT,,,London,,,,Nursery,Low,"9,956","1,045","11,063","3,061",126,"4,021",767,"1,302",74,380,89,173,65,134,165,"11,453"
NAT,,,London,,,,Pupil referral unit,High,"27,114","1,122","27,330","13,869","2,533","4,929","1,429","2,896",407,716,163,629,174,"1,432",309,"29,799"
NAT,,,London,,,,Primary,High,"7,475",190,"7,675","3,178",205,"1,447",508,680,269,279,83,212,80,319,144,"7,577"
NAT,,,London,,,,Primary,Medium,"6,844",190,"7,105","2,955",203,"1,387",448,613,247,224,76,221,63,204,135,"7,054"
NAT,,,London,,,,Secondary with KS4,High,"8,590",174,"8,853","4,492",290,997,571,815,196,197,132,331,136,187,347,"8,822"
NAT,,,London,,,,Secondary with KS4,Medium,"7,865",113,"8,023","4,203",204,854,573,798,117,156,105,290,119,145,246,"8,131"
NAT,,,London,,,,Secondary with KS4,Low,"6,413",205,"6,707","3,655",137,588,407,646,67,110,99,234,70,90,221,"6,648"
NAT,,,London,,,,Special,Low,"12,406",54,"12,460","7,931",540,"1,801",28,"1,672",11,286,0,260,560,506,65,"12,417"
NAT,,,London,,,,Special,High,"31,076",378,"32,575","10,569",611,"8,641","1,944","2,633",398,763,331,571,265,775,146,"31,770"
NAT,,,London,,,,Nursery,High,"13,167",509,"13,333","2,738",93,"4,527",789,"1,221",325,395,134,157,16,147,77,"13,687"
NAT,,,London,,,,Nursery,Medium,"11,758","1,411","12,672","3,565",206,"4,460",833,"1,585",154,290,82,129,46,257,297,"11,677"
NAT,,,London,,,,Pupil referral unit,Medium,"28,102","1,682","28,943","13,123","2,007","3,276","1,368","3,754",326,285,188,611,222,727,373,"27,723"
NAT,,,London,,,,Pupil referral unit,Low,"24,510",477,"24,517","10,921",844,"3,933",510,"2,561",432,102,150,336,292,"1,560",86,"23,592"
NAT,,,London,,,,Special,Medium,"28,837",500,"29,378","9,670",450,"10,428","1,648","2,437",262,797,275,706,219,712,143,"29,583"
NAT,,,Non-London,,,,Nursery,Low,"7,460",739,"8,447","2,389",57,"3,014",565,"1,000",14,269,88,155,42,59,167,"8,373"
NAT,,,Non-London,,,,Nursery,Medium,"7,555",790,"9,199","2,266",103,"2,980",564,"1,384",105,290,72,120,8,67,99,"8,724"
NAT,,,Non-London,,,,Nursery,High,"8,529",608,"9,825","2,581",15,"3,131",554,"1,147",180,381,121,187,26,55,217,"8,975"
NAT,,,Non-London,,,,Pupil referral unit,High,"22,558",835,"24,483","9,894","1,166","4,425","1,194","2,497",234,547,195,732,174,498,336,"25,089"
NAT,,,Non-London,,,,Primary,Medium,"5,254",130,"5,397","2,334",111,"1,083",333,425,210,200,66,209,49,107,104,"5,350"
NAT,,,Non-London,,,,Primary,Low,"4,563",202,"4,804","2,216",98,808,292,392,182,178,60,203,50,82,97,"4,763"
NAT,,,Non-London,,,,Primary,High,"5,805",120,"5,936","2,475",126,"1,187",387,488,252,212,76,228,52,134,107,"5,877"
NAT,,,Non-London,,,,Secondary with KS4,Medium,"6,254",149,"6,444","3,320",122,737,387,692,100,113,110,232,72,74,209,"6,392"
NAT,,,Non-London,,,,Secondary with KS4,Low,"5,311",182,"5,551","3,119",96,545,332,508,32,94,88,207,64,60,208,"5,507"
NAT,,,Non-London,,,,Secondary with KS4,High,"6,943",130,"7,089","3,616",139,743,443,906,173,154,127,261,70,158,198,"7,061"
NAT,,,Non-London,,,,Special,High,"21,730",452,"22,536","7,949",339,"7,242","1,325","1,800",316,712,246,618,161,329,126,"22,483"
NAT,,,Non-London,,,,Special,Medium,"21,210",497,"21,933","7,724",253,"7,819","1,276","1,519",247,697,262,583,184,250,129,"21,819"
NAT,,,Non-London,,,,Pupil referral unit,Low,"26,399",802,"26,399","14,650",436,"3,232",839,"2,712",103,510,169,472,237,312,182,"27,335"
NAT,,,Non-London,,,,Pupil referral unit,Medium,"23,819",443,"24,644","10,192",613,"3,895","1,013","2,503",159,658,177,789,270,552,283,"23,370"
NAT,,,Non-London,,,,Special,Low,"21,786",525,"22,107","7,856",222,"7,873","1,323","2,009",185,710,275,571,175,110,128,"21,650"
NAT,,,Non-London,,,,Secondary without KS4,Low,"4,518",172,"4,754","2,688",91,529,278,405,40,156,64,261,36,66,140,"4,758"
NAT,,,Non-London,,,,Secondary without KS4,Medium,"6,013",88,"6,100","2,992",281,900,379,542,145,167,102,288,67,160,144,"5,687"
NAT
PRIMARY,,Primary,"4,848",,,188,"5,081","2,284",105,889,309,413,190,186,62,205,51,93,100,"5,034"
SPECIAL,,Special,"22,170",,,464,"23,085","8,104",322,"7,533","1,336","1,799",286,709,261,594,178,316,129,"22,785"
SECONDARY WITH KS4,,Secondary with KS4,"5,724",,,173,"5,928","3,222",109,594,356,565,51,104,96,220,69,67,213,"5,891"
SECONDARY WITHOUT KS4,,Secondary without KS4,"4,600",,,169,"4,879","2,693",93,531,281,409,46,156,69,264,38,74,142,"4,828"
PUPIL REFERRAL UNIT,,Pupil referral unit,"23,819",,,714,"25,152","11,067",981,"4,184","1,023","2,607",199,544,186,594,197,544,280,"25,461"
