LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1819CAT1,T1819CAT2,T1819CAT3,T1819CAT4,T1819CAT5,T1819SUM,T1819CAT1LA,T1819CAT2LA,T1819CAT3LA,T1819CAT4LA,T1819CAT5LA,T1920CAT1,T1920CAT2,T1920CAT3,T1920CAT4,T1920CAT5,T1920SUM,T1920CAT1LA,T1920CAT2LA,T1920CAT3LA,T1920CAT4LA,T1920CAT5LA,T2021CAT1,T2021CAT2,T2021CAT3,T2021CAT4,T2021CAT5,T2021SUM,T2021CAT1LA,T2021CAT2LA,T2021CAT3LA,T2021CAT4LA,T2021CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1819CAT1,PT1819CAT2,PT1819CAT3,PT1819CAT4,PT1819CAT5,PT1819CAT1LA,PT1819CAT2LA,PT1819CAT3LA,PT1819CAT4LA,PT1819CAT5LA,PT1920CAT1,PT1920CAT2,PT1920CAT3,PT1920CAT4,PT1920CAT5,PT1920CAT1LA,PT1920CAT2LA,PT1920CAT3LA,PT1920CAT4LA,PT1920CAT5LA,PT2021CAT1,PT2021CAT2,PT2021CAT3,PT2021CAT4,PT2021CAT5,PT2021CAT1LA,PT2021CAT2LA,PT2021CAT3LA,PT2021CAT4LA,PT2021CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
937,125620,Non-London,Primary,308,10.1,,5346,121,5467,2472,73,1061,245,241,116,204,85,241,39,93,236,5106,"3,122",185,327,59,"4,760",1067,"2,857",98,361,57,"4,562",2288,228,455,97,5267,2199,2291,98,386,64,4876,2472,73,241,85,5106,2235,2479,98,386,55,4962,184,-155,-214,-12,-161,98,2,48,1,21,5,5,2,4,2,5,1,2,5,66%,4%,7%,1%,100%,NA,NA,NA,NA,NA,43%,4%,9%,2%,100%,NA,NA,NA,NA,NA,48%,1%,5%,2%,100%,NA,NA,NA,NA,NA,5%,-3%,-4%,0%,0%
937,130870,Non-London,Primary,255,11.2,,5162,485,5647,2928,83,994,261,496,117,224,84,157,58,69,156,5627,"3,299",38,313,72,"4,920",1198,"2,857",98,361,57,"4,562",2703,166,406,95,5745,2375,2291,98,386,64,4876,2928,83,496,84,5627,2036,2479,98,386,55,4962,225,-83,90,-11,-118,91,9,52,1,18,5,9,2,4,1,3,1,1,3,67%,1%,6%,1%,100%,NA,NA,NA,NA,NA,47%,3%,7%,2%,100%,NA,NA,NA,NA,NA,52%,1%,9%,1%,100%,NA,NA,NA,NA,NA,5%,-2%,2%,-1%,0%
937,130869,Non-London,Primary,286,28.1,,5643,146,5789,2050,60,1214,280,450,119,660,75,145,28,120,-945,4256,"3,873",61,477,111,"5,757",1235,"3,233",133,384,66,"5,155",2636,97,380,173,6630,3344,2291,98,386,64,4876,2050,60,450,75,4256,1621,2479,98,386,55,4962,-586,-37,70,-98,"-2,374",97,3,48,1,29,7,11,3,16,2,3,1,3,-22,67%,1%,8%,2%,100%,NA,NA,NA,NA,NA,40%,1%,6%,3%,100%,NA,NA,NA,NA,NA,48%,1%,11%,2%,100%,NA,NA,NA,NA,NA,8%,0%,5%,-1%,0%
937,130868,Non-London,Primary,398,21.1,,4948,186,5134,2516,90,889,291,309,138,208,54,100,37,246,118,4996,"2,759",87,324,40,"4,586",1376,"2,857",98,361,57,"4,562",2224,94,334,53,4872,2167,2291,98,386,64,4876,2516,90,309,54,4996,2027,2479,98,386,55,4962,292,-4,-25,1,124,96,4,50,2,18,6,6,3,4,1,2,1,5,2,60%,2%,7%,1%,100%,NA,NA,NA,NA,NA,46%,2%,7%,1%,100%,NA,NA,NA,NA,NA,50%,2%,6%,1%,100%,NA,NA,NA,NA,NA,4%,0%,-1%,0%,0%
937,130867,Non-London,Primary,634,9,,4568,172,4740,2232,102,844,237,296,170,131,41,172,53,128,62,4468,"2,568",85,248,50,"3,914",963,"2,857",98,361,57,"4,562",2008,117,262,42,4136,1707,2291,98,386,64,4876,2232,102,296,41,4468,1797,2479,98,386,55,4962,224,-15,34,-1,332,96,4,50,2,19,5,7,4,3,1,4,1,3,1,66%,2%,6%,1%,100%,NA,NA,NA,NA,NA,49%,3%,6%,1%,100%,NA,NA,NA,NA,NA,50%,2%,7%,1%,100%,NA,NA,NA,NA,NA,1%,-1%,1%,0%,0%
937,130885,Non-London,Primary,613,10.4,,4731,116,4847,2184,37,1017,285,263,166,152,51,185,44,185,124,4693,"2,706",37,223,51,"4,110",1093,"2,857",98,361,57,"4,562",2018,58,235,58,4426,2057,2291,98,386,64,4876,2184,37,263,51,4693,2158,2479,98,386,55,4962,166,-21,28,-7,267,98,2,47,1,22,6,6,4,3,1,4,1,4,3,66%,1%,5%,1%,100%,NA,NA,NA,NA,NA,46%,1%,5%,1%,100%,NA,NA,NA,NA,NA,47%,1%,6%,1%,100%,NA,NA,NA,NA,NA,1%,0%,1%,0%,0%
937,130886,Non-London,Primary,188,11.7,,5169,451,5620,2603,196,809,364,510,170,137,67,123,40,133,240,5392,"2,702",186,305,70,"4,409",1146,"2,857",98,361,57,"4,562",2168,166,401,48,4710,1927,2291,98,386,64,4876,2603,196,510,67,5392,2016,2479,98,386,55,4962,435,30,109,19,682,92,8,48,4,15,7,9,3,3,1,2,1,2,4,61%,4%,7%,2%,100%,NA,NA,NA,NA,NA,46%,4%,9%,1%,100%,NA,NA,NA,NA,NA,48%,4%,9%,1%,100%,NA,NA,NA,NA,NA,2%,0%,0%,0%,0%
937,130887,Non-London,Primary,359,15.9,,4640,291,4931,2374,153,709,174,405,148,211,61,87,65,140,135,4662,"2,709",279,535,69,"4,928",1336,"2,857",98,361,57,"4,562",2248,107,592,76,4863,1840,2291,98,386,64,4876,2374,153,405,61,4662,1669,2479,98,386,55,4962,126,46,-187,-15,-201,94,6,51,3,15,4,9,3,5,1,2,1,3,3,55%,6%,11%,1%,100%,NA,NA,NA,NA,NA,46%,2%,12%,2%,100%,NA,NA,NA,NA,NA,51%,3%,9%,1%,100%,NA,NA,NA,NA,NA,5%,1%,-3%,-1%,0%
937,130889,Non-London,Primary,660,30.7,,4952,224,5176,2572,43,854,192,203,126,229,38,181,123,59,106,4726,"3,028",50,169,45,"4,482",1190,"2,857",98,361,57,"4,562",2393,34,183,51,4724,2063,2291,98,386,64,4876,2572,43,203,38,4726,1870,2479,98,386,55,4962,179,9,20,-13,2,96,4,54,1,18,4,4,3,5,1,4,3,1,2,68%,1%,4%,1%,100%,NA,NA,NA,NA,NA,51%,1%,4%,1%,100%,NA,NA,NA,NA,NA,54%,1%,4%,1%,100%,NA,NA,NA,NA,NA,3%,0%,0%,0%,0%
937,130893,Non-London,Primary,167,15,,5612,383,5995,2521,58,1215,302,488,348,251,60,123,26,119,124,5635,"3,228",90,418,61,"4,893",1096,"2,857",98,361,57,"4,562",2334,99,450,66,5426,2477,2291,98,386,64,4876,2521,58,488,60,5635,2508,2479,98,386,55,4962,187,-41,38,-6,209,94,6,45,1,22,5,9,6,4,1,2,0,2,2,66%,2%,9%,1%,100%,NA,NA,NA,NA,NA,43%,2%,8%,1%,100%,NA,NA,NA,NA,NA,45%,1%,9%,1%,100%,NA,NA,NA,NA,NA,2%,-1%,1%,0%,0%
937,130894,Non-London,Primary,422,9.7,,4461,183,4644,2256,73,869,264,347,119,163,32,115,49,46,91,4424,"2,608",71,287,43,"3,901",892,"2,857",98,361,57,"4,562",2115,50,309,42,4237,1721,2291,98,386,64,4876,2256,73,347,32,4424,1716,2479,98,386,55,4962,141,23,38,-10,187,96,4,51,2,20,6,8,3,4,1,3,1,1,2,67%,2%,7%,1%,100%,NA,NA,NA,NA,NA,50%,1%,7%,1%,100%,NA,NA,NA,NA,NA,51%,2%,8%,1%,100%,NA,NA,NA,NA,NA,1%,1%,1%,0%,0%
937,130895,Non-London,Primary,445,14.6,,4756,95,4851,2119,30,1115,259,271,127,190,52,80,50,82,102,4477,"2,762",84,249,46,"4,249",1108,"2,857",98,361,57,"4,562",2054,8,256,68,4495,2109,2291,98,386,64,4876,2119,30,271,52,4477,2005,2479,98,386,55,4962,65,22,15,-16,-18,98,2,47,1,25,6,6,3,4,1,2,1,2,2,65%,2%,6%,1%,100%,NA,NA,NA,NA,NA,46%,0%,6%,2%,100%,NA,NA,NA,NA,NA,47%,1%,6%,1%,100%,NA,NA,NA,NA,NA,1%,1%,0%,-1%,0%
937,130896,Non-London,Primary,363,38.6,,5508,222,5730,2404,245,1015,228,311,175,171,30,136,36,105,38,4894,"2,963",138,291,69,"4,383",922,"3,233",133,384,66,"5,155",2512,118,339,3,5037,2065,2291,98,386,64,4876,2404,245,311,30,4894,1904,2479,98,386,55,4962,-108,127,-28,27,-143,96,4,49,5,21,5,6,4,3,1,3,1,2,1,68%,3%,7%,2%,100%,NA,NA,NA,NA,NA,50%,2%,7%,0%,100%,NA,NA,NA,NA,NA,49%,5%,6%,1%,100%,NA,NA,NA,NA,NA,-1%,3%,-1%,1%,0%
937,130897,Non-London,Primary,377,28.9,,5240,92,5332,2625,34,1159,303,336,141,153,56,91,56,104,74,5132,"3,006",51,309,46,"4,468",1056,"3,233",133,384,66,"5,155",2423,75,289,54,5092,2251,2291,98,386,64,4876,2625,34,336,56,5132,2081,2479,98,386,55,4962,202,-41,47,2,40,98,2,51,1,23,6,7,3,3,1,2,1,2,1,67%,1%,7%,1%,100%,NA,NA,NA,NA,NA,48%,1%,6%,1%,100%,NA,NA,NA,NA,NA,51%,1%,7%,1%,100%,NA,NA,NA,NA,NA,3%,0%,1%,0%,0%
937,130898,Non-London,Primary,148,23.2,,6670,950,7620,2855,144,1173,343,558,256,231,138,106,45,143,83,6075,"2,905",142,404,56,"4,981",1474,"2,857",98,361,57,"4,562",1978,200,406,53,5038,2401,2291,98,386,64,4876,2855,144,558,138,6075,2380,2479,98,386,55,4962,877,-56,152,85,"1,037",88,12,47,2,19,6,9,4,4,2,2,1,2,1,58%,3%,8%,1%,100%,NA,NA,NA,NA,NA,39%,4%,8%,1%,100%,NA,NA,NA,NA,NA,47%,2%,9%,2%,100%,NA,NA,NA,NA,NA,8%,-2%,1%,1%,0%
937,130951,Non-London,Primary,204,15.7,,5164,132,5296,2838,52,853,251,360,64,193,51,81,30,98,214,5085,"2,655",360,427,57,"4,842",1343,"2,857",98,361,57,"4,562",2615,278,449,60,5310,1908,2291,98,386,64,4876,2838,52,360,51,5085,1784,2479,98,386,55,4962,223,-226,-89,-9,-225,98,2,56,1,17,5,7,1,4,1,2,1,2,4,55%,7%,9%,1%,100%,NA,NA,NA,NA,NA,49%,5%,8%,1%,100%,NA,NA,NA,NA,NA,56%,1%,7%,1%,100%,NA,NA,NA,NA,NA,7%,-4%,-1%,0%,0%
937,130872,Non-London,Primary,173,31.2,,5926,96,6022,2502,39,821,266,370,157,107,55,149,54,82,237,4839,"3,249",190,569,106,"5,376",1262,"3,233",133,384,66,"5,155",3017,105,529,108,6558,2799,2291,98,386,64,4876,2502,39,370,55,4839,1873,2479,98,386,55,4962,-515,-66,-159,-53,"-1,719",98,2,52,1,17,5,8,3,2,1,3,1,2,5,60%,4%,11%,2%,100%,NA,NA,NA,NA,NA,46%,2%,8%,2%,100%,NA,NA,NA,NA,NA,52%,1%,8%,1%,100%,NA,NA,NA,NA,NA,6%,-1%,0%,-1%,0%
937,132059,Non-London,Primary,430,46.6,,5950,148,6098,2927,63,1541,300,375,270,204,39,218,79,75,116,6207,"3,530",19,454,48,"5,022",971,"3,530",19,454,48,"5,022",2469,-10,424,55,5694,2756,2291,98,386,64,4876,2927,63,375,39,6207,2803,2479,98,386,55,4962,458,73,-49,-16,513,98,2,47,1,25,5,6,4,3,1,4,1,1,2,70%,0%,9%,1%,100%,NA,NA,NA,NA,NA,43%,0%,7%,1%,100%,NA,NA,NA,NA,NA,47%,1%,6%,1%,100%,NA,NA,NA,NA,NA,4%,1%,-1%,0%,0%
937,125623,Non-London,Primary,201,9,,4737,225,4962,2583,85,796,272,369,-4,60,67,130,29,158,130,4675,"2,621",183,377,57,"4,247",1009,"2,857",98,361,57,"4,562",2264,79,347,79,4553,1784,2291,98,386,64,4876,2583,85,369,67,4675,1571,2479,98,386,55,4962,319,6,22,-12,122,95,5,55,2,17,6,8,0,1,1,3,1,3,3,62%,4%,9%,1%,100%,NA,NA,NA,NA,NA,50%,2%,8%,2%,100%,NA,NA,NA,NA,NA,55%,2%,8%,1%,100%,NA,NA,NA,NA,NA,5%,0%,0%,-1%,0%
937,125625,Non-London,Primary,309,17.5,,4647,84,4731,2374,54,705,273,285,160,151,40,180,36,131,182,4571,"2,516",68,270,49,"4,137",1234,"2,857",98,361,57,"4,562",2180,80,291,49,4309,1709,2291,98,386,64,4876,2374,54,285,40,4571,1818,2479,98,386,55,4962,194,-26,-6,-9,262,98,2,52,1,15,6,6,4,3,1,4,1,3,4,61%,2%,7%,1%,100%,NA,NA,NA,NA,NA,51%,2%,7%,1%,100%,NA,NA,NA,NA,NA,52%,1%,6%,1%,100%,NA,NA,NA,NA,NA,1%,-1%,-1%,0%,0%
937,125626,Non-London,Primary,82,9.8,,6514,323,6837,2912,31,660,433,752,127,284,82,155,49,124,111,5720,"3,087",294,601,136,"5,410",1292,"2,857",98,361,57,"4,562",3010,102,670,113,6097,2202,2291,98,386,64,4876,2912,31,752,82,5720,1943,2479,98,386,55,4962,-98,-71,82,-31,-377,95,5,51,1,12,8,13,2,5,1,3,1,2,2,57%,5%,11%,3%,100%,NA,NA,NA,NA,NA,49%,2%,11%,2%,100%,NA,NA,NA,NA,NA,51%,1%,13%,1%,100%,NA,NA,NA,NA,NA,2%,-1%,2%,-1%,0%
937,125631,Non-London,Primary,197,12.2,,5148,169,5317,2602,74,1094,200,340,156,116,41,170,49,133,72,5047,"2,828",61,326,52,"4,440",1173,"2,857",98,361,57,"4,562",2234,34,294,48,4510,1900,2291,98,386,64,4876,2602,74,340,41,5047,1990,2479,98,386,55,4962,368,40,46,-7,537,97,3,52,1,22,4,7,3,2,1,3,1,3,1,64%,1%,7%,1%,100%,NA,NA,NA,NA,NA,50%,1%,7%,1%,100%,NA,NA,NA,NA,NA,52%,1%,7%,1%,100%,NA,NA,NA,NA,NA,2%,0%,0%,0%,0%
937,125635,Non-London,Primary,90,21.1,,6165,416,6581,3005,226,619,471,777,172,352,125,240,212,49,-129,6119,"3,496",24,577,113,"5,377",1167,"2,857",98,361,57,"4,562",3573,75,677,114,6579,2140,2291,98,386,64,4876,3005,226,777,125,6119,1986,2479,98,386,55,4962,-568,151,100,11,-460,94,6,49,4,10,8,13,3,6,2,4,3,1,-2,65%,0%,11%,2%,100%,NA,NA,NA,NA,NA,54%,1%,10%,2%,100%,NA,NA,NA,NA,NA,49%,4%,13%,2%,100%,NA,NA,NA,NA,NA,-5%,3%,3%,0%,0%
937,125636,Non-London,Primary,204,10.3,,4483,267,4750,2322,86,708,278,358,144,335,50,212,27,96,81,4697,"2,628",308,322,52,"4,310",1000,"2,857",98,361,57,"4,562",2116,251,329,54,4516,1766,2291,98,386,64,4876,2322,86,358,50,4697,1881,2479,98,386,55,4962,206,-165,29,-4,181,94,6,49,2,15,6,8,3,7,1,5,1,2,2,61%,7%,7%,1%,100%,NA,NA,NA,NA,NA,47%,6%,7%,1%,100%,NA,NA,NA,NA,NA,49%,2%,8%,1%,100%,NA,NA,NA,NA,NA,2%,-4%,1%,0%,0%
937,125637,Non-London,Primary,119,7.6,,4978,228,5206,2530,60,587,175,705,168,171,55,104,6,111,108,4780,"2,886",109,529,57,"4,744",1163,"2,857",98,361,57,"4,562",2396,58,695,45,4951,1757,2291,98,386,64,4876,2530,60,705,55,4780,1430,2479,98,386,55,4962,134,2,10,10,-171,96,4,53,1,12,4,15,4,4,1,2,0,2,2,61%,2%,11%,1%,100%,NA,NA,NA,NA,NA,48%,1%,14%,1%,100%,NA,NA,NA,NA,NA,53%,1%,15%,1%,100%,NA,NA,NA,NA,NA,5%,0%,1%,0%,0%
937,125639,Non-London,Primary,40,32.5,,10573,106,10679,5577,116,1670,236,963,225,258,46,196,92,554,8,9941,"8,762",431,882,121,"13,756",3560,"2,857",98,361,57,"4,562",5764,154,1073,70,11184,4123,2291,98,386,64,4876,5577,116,963,46,9941,3239,2479,98,386,55,4962,-187,-38,-110,-24,"-1,243",99,1,56,1,17,2,10,2,3,0,2,1,6,0,64%,3%,6%,1%,100%,NA,NA,NA,NA,NA,52%,1%,10%,1%,100%,NA,NA,NA,NA,NA,56%,1%,10%,0%,100%,NA,NA,NA,NA,NA,4%,0%,0%,-1%,0%
937,125640,Non-London,Primary,114,3.5,,5111,234,5345,2722,14,1018,189,353,111,279,45,134,63,214,120,5262,"3,331",15,417,46,"5,086",1277,"2,857",98,361,57,"4,562",2484,13,385,67,5253,2304,2291,98,386,64,4876,2722,14,353,45,5262,2128,2479,98,386,55,4962,238,1,-32,-22,9,96,4,52,0,19,4,7,2,5,1,3,1,4,2,65%,0%,8%,1%,100%,NA,NA,NA,NA,NA,47%,0%,7%,1%,100%,NA,NA,NA,NA,NA,52%,0%,7%,1%,100%,NA,NA,NA,NA,NA,5%,0%,0%,0%,0%
937,125646,Non-London,Primary,80,21.3,,6624,689,7313,3717,63,532,206,666,192,135,45,37,54,201,39,5887,"3,549",-45,642,42,"5,172",984,"2,857",98,361,57,"4,562",3307,59,676,44,5953,1867,2291,98,386,64,4876,3717,63,666,45,5887,1396,2479,98,386,55,4962,410,4,-10,1,-66,91,9,63,1,9,3,11,3,2,1,1,1,3,1,69%,-1%,12%,1%,100%,NA,NA,NA,NA,NA,56%,1%,11%,1%,100%,NA,NA,NA,NA,NA,63%,1%,11%,1%,100%,NA,NA,NA,NA,NA,7%,0%,0%,0%,0%
937,125649,Non-London,Primary,115,7,,5904,261,6165,2988,103,483,340,524,185,184,89,137,75,270,131,5509,"2,753",101,429,90,"4,520",1147,"2,857",98,361,57,"4,562",2658,47,603,94,4988,1586,2291,98,386,64,4876,2988,103,524,89,5509,1805,2479,98,386,55,4962,330,56,-79,-5,521,96,4,54,2,9,6,10,3,3,2,2,1,5,2,61%,2%,9%,2%,100%,NA,NA,NA,NA,NA,53%,1%,12%,2%,100%,NA,NA,NA,NA,NA,54%,2%,10%,2%,100%,NA,NA,NA,NA,NA,1%,1%,-2%,0%,0%
937,125651,Non-London,Primary,405,18,,4815,522,5337,2328,69,723,220,332,193,405,42,218,28,150,44,4752,"2,765",155,282,65,"4,254",987,"2,857",98,361,57,"4,562",2226,98,306,70,4698,1998,2291,98,386,64,4876,2328,69,332,42,4752,1981,2479,98,386,55,4962,102,-29,26,-28,54,90,10,49,1,15,5,7,4,9,1,5,1,3,1,65%,4%,7%,2%,100%,NA,NA,NA,NA,NA,47%,2%,7%,1%,100%,NA,NA,NA,NA,NA,49%,1%,7%,1%,100%,NA,NA,NA,NA,NA,2%,-1%,0%,0%,0%
937,125652,Non-London,Primary,100,15,,5866,184,6050,3494,140,544,277,442,124,473,104,244,44,89,123,6098,"3,050",62,351,99,"4,716",1154,"2,857",98,361,57,"4,562",3187,76,423,103,6039,2250,2291,98,386,64,4876,3494,140,442,104,6098,1918,2479,98,386,55,4962,307,64,19,1,59,97,3,57,2,9,5,7,2,8,2,4,1,1,2,65%,1%,7%,2%,100%,NA,NA,NA,NA,NA,53%,1%,7%,2%,100%,NA,NA,NA,NA,NA,57%,2%,7%,2%,100%,NA,NA,NA,NA,NA,4%,1%,0%,0%,0%
937,125653,Non-London,Primary,236,40.7,,6223,499,6722,2275,86,1776,308,488,136,307,64,261,38,403,113,6255,"3,364",77,403,56,"5,326",1426,"3,233",133,384,66,"5,155",2074,84,463,60,6029,3348,2291,98,386,64,4876,2275,86,488,64,6255,3342,2479,98,386,55,4962,201,2,25,4,226,93,7,36,1,28,5,8,2,5,1,4,1,6,2,63%,1%,8%,1%,100%,NA,NA,NA,NA,NA,34%,1%,8%,1%,100%,NA,NA,NA,NA,NA,36%,1%,8%,1%,100%,NA,NA,NA,NA,NA,2%,0%,0%,0%,0%
937,125654,Non-London,Primary,188,25.9,,7849,1000,8849,2531,156,2965,342,952,270,376,91,123,44,92,170,8112,"2,991",202,505,53,"5,930",2179,"2,857",98,361,57,"4,562",2065,132,1492,61,5772,2022,2291,98,386,64,4876,2531,156,952,91,8112,4382,2479,98,386,55,4962,466,24,-540,30,"2,340",89,11,31,2,37,4,12,3,5,1,2,1,1,2,50%,3%,9%,1%,100%,NA,NA,NA,NA,NA,36%,2%,26%,1%,100%,NA,NA,NA,NA,NA,31%,2%,12%,1%,100%,NA,NA,NA,NA,NA,-5%,0%,-14%,0%,0%
937,125656,Non-London,Primary,443,19,,4628,282,4910,2342,56,1077,280,321,85,295,51,213,52,23,87,4882,"2,839",24,289,45,"4,762",1565,"2,857",98,361,57,"4,562",2123,19,298,51,4917,2426,2291,98,386,64,4876,2342,56,321,51,4882,2112,2479,98,386,55,4962,219,37,23,0,-35,94,6,48,1,22,6,7,2,6,1,4,1,0,2,60%,1%,6%,1%,100%,NA,NA,NA,NA,NA,43%,0%,6%,1%,100%,NA,NA,NA,NA,NA,48%,1%,7%,1%,100%,NA,NA,NA,NA,NA,5%,1%,1%,0%,0%
937,125657,Non-London,Primary,210,9,,4581,156,4737,2515,51,648,242,290,162,116,43,107,37,250,115,4576,"2,633",180,267,62,"4,395",1253,"2,857",98,361,57,"4,562",2330,116,265,70,4723,1942,2291,98,386,64,4876,2515,51,290,43,4576,1677,2479,98,386,55,4962,185,-65,25,-27,-147,97,3,55,1,14,5,6,4,3,1,2,1,5,3,60%,4%,6%,1%,100%,NA,NA,NA,NA,NA,49%,2%,6%,1%,100%,NA,NA,NA,NA,NA,55%,1%,6%,1%,100%,NA,NA,NA,NA,NA,6%,-1%,0%,0%,0%
937,125660,Non-London,Primary,188,8,,5238,109,5347,2501,85,1165,336,324,143,251,72,140,54,72,94,5237,"3,050",119,298,69,"4,883",1347,"2,857",98,361,57,"4,562",2207,68,302,77,5014,2360,2291,98,386,64,4876,2501,85,324,72,5237,2255,2479,98,386,55,4962,294,17,22,-5,223,98,2,48,2,22,6,6,3,5,1,3,1,1,2,62%,2%,6%,1%,100%,NA,NA,NA,NA,NA,44%,1%,6%,2%,100%,NA,NA,NA,NA,NA,48%,2%,6%,1%,100%,NA,NA,NA,NA,NA,4%,1%,0%,-1%,0%
937,125661,Non-London,Primary,413,3.1,,4363,118,4481,2212,34,690,242,225,149,81,58,116,25,83,97,4012,"2,630",42,216,48,"3,828",892,"2,857",98,361,57,"4,562",2062,2,225,49,3933,1595,2291,98,386,64,4876,2212,34,225,58,4012,1483,2479,98,386,55,4962,150,32,0,9,79,97,3,55,1,17,6,6,4,2,1,3,1,2,2,69%,1%,6%,1%,100%,NA,NA,NA,NA,NA,52%,0%,6%,1%,100%,NA,NA,NA,NA,NA,55%,1%,6%,1%,100%,NA,NA,NA,NA,NA,3%,1%,0%,0%,0%
937,125662,Non-London,Primary,179,14.5,,5275,665,5940,2493,84,805,183,351,159,300,68,100,53,174,130,4900,"2,724",113,400,77,"4,329",1015,"2,857",98,361,57,"4,562",2431,135,400,85,5089,2038,2291,98,386,64,4876,2493,84,351,68,4900,1904,2479,98,386,55,4962,62,-51,-49,-17,-189,89,11,51,2,16,4,7,3,6,1,2,1,4,3,63%,3%,9%,2%,100%,NA,NA,NA,NA,NA,48%,3%,8%,2%,100%,NA,NA,NA,NA,NA,51%,2%,7%,1%,100%,NA,NA,NA,NA,NA,3%,-1%,-1%,-1%,0%
937,125665,Non-London,Primary,213,15.5,,4800,325,5125,2495,88,685,264,265,212,92,48,147,24,169,99,4588,"3,043",73,251,46,"4,562",1149,"2,857",98,361,57,"4,562",2400,78,259,54,4794,2003,2291,98,386,64,4876,2495,88,265,48,4588,1692,2479,98,386,55,4962,95,10,6,-6,-206,94,6,54,2,15,6,6,5,2,1,3,1,4,2,67%,2%,6%,1%,100%,NA,NA,NA,NA,NA,50%,2%,5%,1%,100%,NA,NA,NA,NA,NA,54%,2%,6%,1%,100%,NA,NA,NA,NA,NA,4%,0%,1%,0%,0%
937,125666,Non-London,Primary,225,21.8,,4758,229,4987,2275,205,785,283,289,49,113,66,94,94,144,134,4531,"2,994",43,312,45,"4,315",921,"2,857",98,361,57,"4,562",2334,52,277,92,4557,1802,2291,98,386,64,4876,2275,205,289,66,4531,1696,2479,98,386,55,4962,-59,153,12,-26,-26,95,5,50,5,17,6,6,1,2,1,2,2,3,3,69%,1%,7%,1%,100%,NA,NA,NA,NA,NA,51%,1%,6%,2%,100%,NA,NA,NA,NA,NA,50%,5%,6%,1%,100%,NA,NA,NA,NA,NA,-1%,4%,0%,-1%,0%
937,125667,Non-London,Primary,357,7.6,,4293,189,4482,2316,55,804,255,313,43,103,50,182,63,58,82,4324,"2,592",74,309,39,"3,784",770,"2,857",98,361,57,"4,562",2133,59,292,93,4092,1515,2291,98,386,64,4876,2316,55,313,50,4324,1590,2479,98,386,55,4962,183,-4,21,-43,232,96,4,54,1,19,6,7,1,2,1,4,1,1,2,68%,2%,8%,1%,100%,NA,NA,NA,NA,NA,52%,1%,7%,2%,100%,NA,NA,NA,NA,NA,54%,1%,7%,1%,100%,NA,NA,NA,NA,NA,2%,0%,0%,-1%,0%
937,125670,Non-London,Primary,227,7.9,,4440,364,4804,2220,193,749,238,364,123,157,54,114,112,209,121,4654,"2,592",112,330,61,"4,178",1083,"2,857",98,361,57,"4,562",2167,126,373,62,4707,1979,2291,98,386,64,4876,2220,193,364,54,4654,1823,2479,98,386,55,4962,53,67,-9,-8,-53,92,8,48,4,16,5,8,3,3,1,2,2,4,3,62%,3%,8%,1%,100%,NA,NA,NA,NA,NA,46%,3%,8%,1%,100%,NA,NA,NA,NA,NA,48%,4%,8%,1%,100%,NA,NA,NA,NA,NA,2%,1%,0%,0%,0%
937,125676,Non-London,Primary,192,13,,4844,296,5140,2427,81,837,316,324,143,161,54,173,28,142,281,4967,"2,660",56,306,50,"4,007",935,"2,857",98,361,57,"4,562",2387,-52,305,62,4613,1911,2291,98,386,64,4876,2427,81,324,54,4967,2081,2479,98,386,55,4962,40,133,19,-8,354,94,6,49,2,17,6,7,3,3,1,3,1,3,6,66%,1%,8%,1%,100%,NA,NA,NA,NA,NA,52%,-1%,7%,1%,100%,NA,NA,NA,NA,NA,49%,2%,7%,1%,100%,NA,NA,NA,NA,NA,-3%,3%,0%,0%,0%
937,125677,Non-London,Primary,161,7.5,,6076,291,6367,2894,57,1038,293,594,109,285,74,136,79,58,107,5724,"2,928",120,556,62,"4,883",1217,"2,857",98,361,57,"4,562",2704,69,541,73,5921,2534,2291,98,386,64,4876,2894,57,594,74,5724,2105,2479,98,386,55,4962,190,-12,53,1,-197,95,5,51,1,18,5,10,2,5,1,2,1,1,2,60%,2%,11%,1%,100%,NA,NA,NA,NA,NA,46%,1%,9%,1%,100%,NA,NA,NA,NA,NA,51%,1%,10%,1%,100%,NA,NA,NA,NA,NA,5%,0%,1%,0%,0%
